"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"9DCQRIP9","conferencePaper","2023","Shevtsov, A.; Antonakaki, D.; Lamprou, I.; Kontogiorgakis, I.; Pratikakis, P.; Ioannidis, S.","Russo-Ukrainian War: Prediction and explanation of Twitter suspension","Proc. IEEE/ACM Int. Conf. Adv. Soc. Networks Anal. Mining, ASONAM","979-840070409-3 (ISBN)","","10.1145/3625007.3627317","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190628121&doi=10.1145%2f3625007.3627317&partnerID=40&md5=b5cb8ee894cb0ed777e4ea9475614933","On 24 February 2022, Russia invaded Ukraine, starting what is now known as the Russo-Ukrainian War, initiating an online discourse on SNs. Twitter one of the most popular SNs, with an open and democratic character, enables a transparent discussion among its large user base. Unfortunately, this often leads to Twitter's policy violations, propaganda, abusive actions, civil integrity violations, and consequently to user accounts' suspension and deletion. This study focuses on the Twitter suspension mechanism and the analysis of shared content and features leading to an accurate machine-learning suspension prediction. Toward this goal, we have obtained a dataset containing 107.7M tweets, originating from 9.8 million users, using Twitter API. We extract the categories of shared content of the suspended accounts and explain their characteristics, through the extraction of text embeddings in junction with cosine similarity clustering. Our results reveal scam campaigns taking advantage of trending topics regarding the Russia-Ukrainian conflict for Bitcoin and Ethereum fraud, spam, and advertisement campaigns. Additionally, we apply a ML methodology including a SHapley Additive explainability model to understand and explain how user accounts get suspended. © 2023 Owner/Author(s).","2023","2024-12-01 10:11:29","2024-12-14 20:58:10","","348-355","","","","","","","","","","","Association for Computing Machinery, Inc","","English","","","Scopus","","","","Journal Abbreviation: Proc. IEEE/ACM Int. Conf. Adv. Soc. Networks Anal. Mining, ASONAM","","","","ML; Social networking (online); Explainability; SHAP; explainability; Twitter; Large users; russo-ukrainian war; Russo-ukrainian war; Shared contents; Suspension mechanism; Ukraine; user suspension; User suspension; manual_SHAP; manual_GNN; manual_suspension","","Aditya Prakash B.; Wang D.; Weninger T.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the 2023 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining, ASONAM 2023","","","","","","","","","","","","","","",""
"LU78JQPB","journalArticle","2023","Dua, V.; Rajpal, A.; Rajpal, S.; Agarwal, M.; Kumar, N.","I-FLASH: Interpretable Fake News Detector Using LIME and SHAP","Wireless Personal Communications","","09296212 (ISSN)","10.1007/s11277-023-10582-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164528990&doi=10.1007%2fs11277-023-10582-2&partnerID=40&md5=01e984cb005cc5b1385b53c73209f6aa","The rise of social media enables people to disseminate information. However, when false but appealing information is presented as news, it becomes a cause for serious concern as it might lead to a harmful influence on communities of innocent believers. To address this issue, we propose I-FLASH, an interpretable fake news detector that not only detects fake news but also explains why it considers some content fake or genuine. Moreover, recent research evaluated their models for fake news detection on domain-specific datasets. Therefore, in this paper, two new tiny datasets, FactCheck and FactCheck2, were culled from the official Twitter accounts/websites of various well-known media outlets, covering a variety of other societal domains such as education, crime, and technology. We also compared the performance of the machine learning model (logistic regression with TF-IDF), deep learning model (bidirectional LSTM with GloVe word embeddings), and the pre-trained Bidirectional Encoder Representations from Transformers (BERT) model on curated datasets along with two other popular datasets, namely, LIAR and COVID-19. The stratified 10-fold cross-validation accuracy of 94.41 ± 0.38% on the COVID-19 dataset, 61.18 ± 0.55% on the LIAR dataset, 87.25 ± 2.45% on FactCheck, and 92.91 ± 2.07% on FactCheck2, attained at 95% confidence interval, establishes the efficacy of models. On cross-dataset validation, we observe that the model trained on a generalized dataset like FactCheck2 can perform well on domain-specific datasets like COVID-19 and LIAR with a validation accuracy of 64.25% and 54.22%, respectively. Finally, using XAI methods—LIME and SHAP revealed important terms while predicting the news class (fake/real). © 2023, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.","2023","2024-12-01 10:11:28","2024-12-14 20:13:51","","2841-2874","","4","131","","Wireless Pers Commun","","","","","","","","English","","","Scopus","","","","Publisher: Springer","","","","Explainable AI; Fake news detection; Social media; Learning systems; Machine learning models; Social networking (online); Long short-term memory; Lime; LIME; Fake detection; Information dissemination; Recent researches; BERT; Bidirectional encoder representation from transformer; COVID-19; Performance; SHAP; Media outlets; Domain specific; manual_BERT; manual_SHAP; manual_LIME; manual_fake_news","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SWYJUUWR","conferencePaper","2024","Islam, M.R.; Bataineh, A.S.; Zulkernine, M.","Detection of Cyberbullying in Social Media Texts Using Explainable Artificial Intelligence","Commun. Comput. Info. Sci.","18650929 (ISSN); 978-981971273-1 (ISBN)","","10.1007/978-981-97-1274-8_21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189620841&doi=10.1007%2f978-981-97-1274-8_21&partnerID=40&md5=240c4ba2f4a0716139819e5dd2738fe4","The widespread use of social media has opened the door to new forms of harassment and abuse, such as cyberbullying, that have a serious impact on individuals’ psychological health. Therefore, research communities have recently developed detection approaches using Natural Language Processing (NLP) combined with machine learning algorithms to identify instances of cyberbullying in social media texts. However, they are unable to determine the type of cyberbullying and the reasons why victims may be targeted. This paper develops a novel detection approach that can identify the type of cyberbullying based on characteristics such as gender, religion, age, and ethnicity, even if the original records in the training dataset do not include such information or features. This paper has accomplished this objective by utilizing Explainable Artificial Intelligence (XAI) technology alongside machine learning models to justify and explain the classification of text as cyberbullying. Technically speaking, XAI technology enables machine learning models to capture and highlight the most influential words that affect the decision to classify a text as cyberbullying. Those influential words are utilized to re-label and update the training data. The machine learning models are then re-trained using the updated data. To evaluate the performance of the proposed approach, a simulation experiment has been conducted on a large dataset containing texts from Twitter. Simulation results show that XAI technology provides convincing explanations for classifying a text as cyberbullying. It also enables machine learning models to identify various types of cyberbullying and enhances their performance in terms of classification accuracy. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2024.","2024","2024-12-01 10:11:28","2024-12-14 19:14:56","","319-334","","","2034 CCIS","","","","","","","","Springer Science and Business Media Deutschland GmbH","","English","","","Scopus","","","","Journal Abbreviation: Commun. Comput. Info. Sci.","","","","Social media; Machine learning models; Social networking (online); Learning algorithms; Machine learning; Lime; Natural language processing systems; Natural languages; Performance; Computer crime; Explainable artificial intelligence (XAI); Language processing; Natural language processing; Text processing; Cyber bullying; Cyberbullying; Local interpretable model-agnostic explanation; Natural Language Processing (NLP); Explainable Artificial Intelligence (XAI); Detection approach; Large datasets; Local Interpretable Model-Agnostic Explanations (LIME); manual_LSTM; manual_LIME; manual_cyberbullying; manual_random_forest; manual_gradient_boosting; manual_SVM","","Wang G.; Wang H.; Min G.; Georgalas N.; Meng W.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Communications in Computer and Information Science","","","","","","","","","","","","","","",""
"YX4K498U","conferencePaper","2023","Zhang, K.; Yu, J.; Shi, H.; Liang, J.; Zhang, X.-Y.","Rumor Detection with Diverse Counterfactual Evidence","Proc. ACM SIGKDD Int. Conf. Knowl. Discov. Data Min.","979-840070103-0 (ISBN)","","10.1145/3580305.3599494","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171363868&doi=10.1145%2f3580305.3599494&partnerID=40&md5=87de4c3f36c745bf207f065acc79d90d","The growth in social media has exacerbated the threat of fake news to individuals and communities. This draws increasing attention to developing efficient and timely rumor detection methods. The prevailing approaches resort to graph neural networks (GNNs) to exploit the post-propagation patterns of the rumor-spreading process. However, these methods lack inherent interpretation of rumor detection due to the black-box nature of GNNs. Moreover, these methods suffer from less robust results as they employ all the propagation patterns for rumor detection. In this paper, we address the above issues with the proposed Diverse Counterfactual Evidence framework for Rumor Detection (DCE-RD). Our intuition is to exploit the diverse counterfactual evidence of an event graph to serve as multi-view interpretations, which are further aggregated for robust rumor detection results. Specifically, our method first designs a subgraph generation strategy to efficiently generate different subgraphs of the event graph. We constrain the removal of these subgraphs to cause the change in rumor detection results. Thus, these subgraphs naturally serve as counterfactual evidence for rumor detection. To achieve multi-view interpretation, we design a diversity loss inspired by Determinantal Point Processes (DPP) to encourage diversity among the counterfactual evidence. A GNN-based rumor detection model further aggregates the diverse counterfactual evidence discovered by the proposed DCE-RD to achieve interpretable and robust rumor detection results. Extensive experiments on two real-world datasets show the superior performance of our method. Our code is available at https://github.com/Vicinity111/DCE-RD.  © 2023 Owner/Author.","2023","2024-12-01 10:11:28","2024-12-14 21:09:35","","3321-3331","","","","","","","","","","","Association for Computing Machinery","","English","","","Scopus","","","","Journal Abbreviation: Proc. ACM SIGKDD Int. Conf. Knowl. Discov. Data Min.","","","","Propagation pattern; graph neural network; Fake detection; Backpropagation; Graph neural networks; Counterfactuals; Rumor detection; counterfactual evidence; Counterfactual evidence; Event graphs; Evidence framework; interpretation; Interpretation; Multi-views; rumor detection; Subgraphs; manual_counterfactual; manual_GNN; manual_rumours","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining","","","","","","","","","","","","","","",""
"KYEJ7ABQ","conferencePaper","2023","Upadhyay, R.; Pasi, G.; Viviani, M.","Leveraging Socio-contextual Information in BERT for Fake Health News Detection in Social Media","Proc. Workshop Open Challenges Online Soc. Networks, OASIS , Held conjunction ACM Conf. Hypertext Soc. Media, HT","979-840070225-9 (ISBN)","","10.1145/3599696.3612902","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174179013&doi=10.1145%2f3599696.3612902&partnerID=40&md5=02370b6d567ce5da2dc35bcf95ddfa7a","Fake news is a major challenge in social media, particularly in the health domain where it can lead to severe consequences for both individuals and society as a whole. To contribute to combating this problem, we present a novel solution for improving the accuracy of detecting fake health news, utilizing a fine-Tuned BERT model that integrates both user-and content-related socio-contextual information. Specifically, this information is combined with the textual content itself to form a socio-contextual input sequence for the BERT model. By fine-Tuning such a model with respect to the health misinformation detection task, the resulting classifier can accurately predict the category to which each piece of content belongs, i.e., either ""real health news""or ""fake health news"". We validate our solution through a series of experiments conducted on distinct publicly available datasets constituted by health-related tweets. These results illustrate the superiority of the proposed solution compared to the standard BERT baseline model and other advanced models. Indeed, they show that the integration of socio-contextual information in the detection process positively contributes to increasing the overall accuracy of the fake health news detection task. The study also suggests, in a preliminary way, how such information could be used for the explainability of the model itself. © 2023 Owner/Author.","2023","2024-12-01 10:11:28","2024-12-14 20:24:24","","38-46","","","","","","","","","","","Association for Computing Machinery, Inc","","English","","","Scopus","","","","Journal Abbreviation: Proc. Workshop Open Challenges Online Soc. Networks, OASIS , Held conjunction ACM Conf. Hypertext Soc. Media, HT","","","","Fake news; Social media; Social networking (online); Classification (of information); Fake detection; Fake News; BERT; Social Media; Classification; Transformer; Transformers; Detection tasks; Contextual information; Health misinformation; Health Misinformation; Novel solutions; Social context; Social Context; Textual content; manual_BERT; manual_SHAP; manual_fake_news","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the 2023 Workshop on Open Challenges in Online Social Networks, OASIS 2023, Held in conjunction with the 34th ACM conference on Hypertext and Social Media, HT 2023","","","","","","","","","","","","","","",""
"GDEIRIHY","journalArticle","2024","Hashmi, E.; Yayilgan, S.Y.; Yamin, M.M.; Ali, S.; Abomhara, M.","Advancing Fake News Detection: Hybrid Deep Learning With FastText and Explainable AI","IEEE Access","","21693536 (ISSN)","10.1109/ACCESS.2024.3381038","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189176685&doi=10.1109%2fACCESS.2024.3381038&partnerID=40&md5=c9b4eaf0cab966cccdeff8a99d477b12","The widespread propagation of misinformation on social media platforms poses a significant concern, prompting substantial endeavors within the research community to develop robust detection solutions. Individuals often place unwavering trust in social networks, often without discerning the origins and authenticity of the information disseminated through these platforms. Hence, the identification of media-rich fake news necessitates an approach that adeptly leverages multimedia elements and effectively enhances detection accuracy. The ever-changing nature of cyberspace highlights the need for measures that may effectively resist the spread of media-rich fake news while protecting the integrity of information systems. This study introduces a robust approach for fake news detection, utilizing three publicly available datasets: WELFake, FakeNewsNet, and FakeNewsPrediction. We integrated FastText word embeddings with various Machine Learning and Deep Learning methods, further refining these algorithms with regularization and hyperparameter optimization to mitigate overfitting and promote model generalization. Notably, a hybrid model combining Convolutional Neural Networks and Long Short-Term Memory, enriched with FastText embeddings, surpassed other techniques in classification performance across all datasets, registering accuracy and F1-scores of 0.99, 0.97, and 0.99, respectively. Additionally, we utilized state-of-the-art transformer-based models such as BERT, XLNet, and RoBERTa, enhancing them through hyperparameter adjustments. These transformer models, surpassing traditional RNN-based frameworks, excel in managing syntactic nuances, thus aiding in semantic interpretation. In the concluding phase, explainable AI modeling was employed using Local Interpretable Model-Agnostic Explanations, and Latent Dirichlet Allocation to gain deeper insights into the model's decision-making process. © 2013 IEEE.","2024","2024-12-01 10:11:28","2024-12-14 18:49:22","","44462-44480","","","12","","IEEE Access","","","","","","","","English","","","Scopus","","","","Publisher: Institute of Electrical and Electronics Engineers Inc.","","","","Explainable AI; Fake news; Embeddings; Machine-learning; deep learning; Deep learning; Social networking (online); Learning algorithms; Long short-term memory; Classification (of information); Fake detection; Features extraction; Semantics; Interpretability; Decision making; Feature extraction; machine learning; Text processing; Transformer; Word embedding; Interpretability modeling; transformers; Brain; interpretability modeling; Statistics; Text-processing; word embeddings; manual_BERT; manual_LIME; manual_fake_news","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y3XUBGZN","journalArticle","2024","Zamil, Y.K.; Charkari, N.M.","Combating Fake News on Social Media: A Fusion Approach for Improved Detection and Interpretability","IEEE Access","","21693536 (ISSN)","10.1109/ACCESS.2023.3342843","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180284182&doi=10.1109%2fACCESS.2023.3342843&partnerID=40&md5=76c650e3c1377d15fa4b9bdef58f64f9","The proliferation of fake news on social media prompted research groups to develop statistical and learning methods to combat this menace. Deep learning techniques could not model and improve in terms of adopting multi-transformer topologies, enhancing interpretability, and coping with uncertainty. This article suggests a fusion strategy to create a more reliable fake news detection (FND) model by fusing text and image features. The different combinations of information in single and multi-modalities have been investigated to find optimal conditions. In this paper, we have employed pre-trained models of Electra and XLnet for text feature learning. Furthermore, ELA has been used to highlight the modified image features and EfficientNetB0 for image learning. To enhance the interpretability of the proposed model, the superpixels contributing to its interpretability are identified using the Local Interpretable Model-agnostic Explanations (LIME). Three well-known datasets (Weibo, MediaEval, and CASIA) have been used in this study. The results show that employing ELA and LIME in conjunction with the fusion of text and image features provides a solid and understandable solution to the FND issue in social media compared to other techniques.  © 2013 IEEE.","2024","2024-12-01 10:11:28","2024-12-14 18:57:27","","2074-2085","","","12","","IEEE Access","","","","","","","","English","","","Scopus","","","","Publisher: Institute of Electrical and Electronics Engineers Inc.","","","","Fake news; Fake news detection; Social media; Deep learning; Social networking (online); Lime; LIME; Features extraction; Feature extraction; Computational modelling; Transformer; fake news detection; Local interpretable model-agnostic explanation; efficientNetB0; Efficientnetb0; Error analysis; Error level analyse; error level analysis; Error levels; Social media news; Social medium news; Topology; Video; manual_LIME; manual_fake_news; manual_ELECTRA; manual_XLnet; manual_EfficientNetB0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BM9NW7UK","journalArticle","2021","Li, Z.; Zhang, Q.; Du, X.; Ma, Y.; Wang, S.","Social media rumor refutation effectiveness: Evaluation, modelling and enhancement","Information Processing and Management","","03064573 (ISSN)","10.1016/j.ipm.2020.102420","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093975387&doi=10.1016%2fj.ipm.2020.102420&partnerID=40&md5=af620dcd80412ff56be34a978de81a1a","Motivated by the practical needs of enhancing social media rumor refutation effectiveness, this paper is dedicated to develop a proper rumor refutation effectiveness index (REI), identify key factors influencing REI and propose decision making suggestions for rumor refutation platforms. 298,118 pieces of comments and 185,209 pieces of the reposters’ verification status of 248 rumor refutation microblogs on Sina Weibo (the Chinese equivalent of Twitter) are collected during a 1-year period using a web crawler. To extract the text characteristics and analyze the sentiment of the rumor refutation microblogs, Natural Language Processing (NLP) approaches are applied. To explore the relationship between REI and the content and contextual factors of the rumor refutation microblogs, four regression models based on the collected data are established, namely linear regression model, Support Vector regression model (SVR), Extreme Gradient Boosting regression model (XGBoostRegressor) and Light Gradient Boosting Machine regression model (LGBMRegressor). The LGBMRegressor has the best goodness-of-fit among the compared regression models. Then, SHapley Additive exPlanations (SHAP) is employed to visualize and explain the LGBMRegressor results. Decision making suggestions for rumor refutation platforms on how to organize rumor refutation microblogs under different situations such as rumor category, author's influence and heat of topics are proposed. © 2020","2021","2024-12-01 10:11:33","2024-12-14 21:09:01","","","","1","58","","Inf. Process. Manage.","","","","","","","","English","","","Scopus","","","","Publisher: Elsevier Ltd","","","","Social networking (online); Natural Language Processing; Natural language processing systems; Decision making; Gradient boosting; NAtural language processing; Support vector regression; Web crawler; Big data of social media; Contextual factors; Goodness of fit; LGBMRegressor; Light gradients; Linear regression models; Regression model; Rumor refutation effectiveness; Support vector regression models; manual_SHAP; manual_rumours; manual_LGBMRegressor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7VGKKA9H","journalArticle","2021","Szczepański, M.; Pawlicki, M.; Kozik, R.; Choraś, M.","New explainability method for BERT-based model in fake news detection","Scientific Reports","","20452322 (ISSN)","10.1038/s41598-021-03100-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120977480&doi=10.1038%2fs41598-021-03100-6&partnerID=40&md5=e5e546935962034e00c574df22300853","The ubiquity of social media and their deep integration in the contemporary society has granted new ways to interact, exchange information, form groups, or earn money—all on a scale never seen before. Those possibilities paired with the widespread popularity contribute to the level of impact that social media display. Unfortunately, the benefits brought by them come at a cost. Social Media can be employed by various entities to spread disinformation—so called ‘Fake News’, either to make a profit or influence the behaviour of the society. To reduce the impact and spread of Fake News, a diverse array of countermeasures were devised. These include linguistic-based approaches, which often utilise Natural Language Processing (NLP) and Deep Learning (DL). However, as the latest advancements in the Artificial Intelligence (AI) domain show, the model’s high performance is no longer enough. The explainability of the system’s decision is equally crucial in real-life scenarios. Therefore, the objective of this paper is to present a novel explainability approach in BERT-based fake news detectors. This approach does not require extensive changes to the system and can be attached as an extension for operating detectors. For this purposes, two Explainable Artificial Intelligence (xAI) techniques, Local Interpretable Model-Agnostic Explanations (LIME) and Anchors, will be used and evaluated on fake news data, i.e., short pieces of text forming tweets or headlines. This focus of this paper is on the explainability approach for fake news detectors, as the detectors themselves were part of previous works of the authors. © 2021, The Author(s).","2021","2024-12-01 10:11:32","2024-12-14 20:39:43","","","","1","11","","Sci. Rep.","","","","","","","","English","","","Scopus","","","","Publisher: Nature Research","","","","deep learning; social media; artificial intelligence; human; natural language processing; disinformation; article; Agnostic; profit; manual_BERT; manual_LIME; manual_fake_news; manual_anchor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BTMEXN5N","conferencePaper","2021","Thiengburanathum, P.; Charoenkwan, P.","A Performance Comparison of Supervised Classifiers and Deep-learning Approaches for Predicting Toxicity in Thai Tweets","Jt. Int. Conf. Digit. Arts, Media Technol. ECTI North. Sect. Conf. Electr., Electron., Comput. Telecommun. Eng., ECTI DAMT NCON","978-166541569-9 (ISBN)","","10.1109/ECTIDAMTNCON51128.2021.9425718","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106616298&doi=10.1109%2fECTIDAMTNCON51128.2021.9425718&partnerID=40&md5=a412da3ae93d1df145aa43bafa7095f3","There are numerous tweeter user accounts in Thailand and many toxic comments are being generated every day on this platform. Sentimental Analysis can be used as a tool to identify toxic comments. In this study, two feature extraction techniques, including Bag of Words (BOW) and Term frequency-inverse document (TF-IDF), were investigated. Additionally, the performance of ten well-known traditional classifiers, along with three deep-learning approaches including Convolutional Neural Network (CNN), Long-short-Term memory (LSTM) and pretrained Bidirectional Encoder Representations (BERT), were compared with the public Toxicity Thai tweeter corpus the experiments reveal that by combining Bag of Words (BOW) with the Extra-Tree classifier, researchers were able to archive the highest F1-score of 0.72, classification accuracy rate of 72.27% and AUC value of 0.77 using the test set in contrast to other classifiers and other deep-learning techniques. Feature importance, correlation and impacts were also investigated through the use of SHapley Additive exPlanations (SHAP) diagram. © 2021 IEEE.","2021","2024-12-01 10:11:32","2024-12-14 18:47:13","","238-242","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","Journal Abbreviation: Jt. Int. Conf. Digit. Arts, Media Technol. ECTI North. Sect. Conf. Electr., Electron., Comput. Telecommun. Eng., ECTI DAMT NCON","","","","Deep learning; Long short-term memory; Machine learning; Convolutional neural networks; Classification; Arts computing; Taxonomies; Learning approach; Learning techniques; Toxicity; Classification accuracy; Feature extraction techniques; Inverse documents; Performance comparison; Supervised classifiers; Term Frequency; Thai Sentimental Analysis; manual_BERT; manual_SHAP; manual_LSTM; manual_toxic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021 Joint 6th International Conference on Digital Arts, Media and Technology with 4th ECTI Northern Section Conference on Electrical, Electronics, Computer and Telecommunication Engineering, ECTI DAMT and NCON 2021","","","","","","","","","","","","","","",""
"CLTE4LR3","conferencePaper","2021","Wich, M.; Mosca, E.; Gorniak, A.; Hingerl, J.; Groh, G.","Explainable Abusive Language Classification Leveraging User and Network Data","Lect. Notes Comput. Sci.","03029743 (ISSN); 978-303086516-0 (ISBN)","","10.1007/978-3-030-86517-7_30","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115686015&doi=10.1007%2f978-3-030-86517-7_30&partnerID=40&md5=f746791f12d027647fe6b31fec142a40","Online hate speech is a phenomenon with considerable consequences for our society. Its automatic detection using machine learning is a promising approach to contain its spread. However, classifying abusive language with a model that purely relies on text data is limited in performance due to the complexity and diversity of speech (e.g., irony, sarcasm). Moreover, studies have shown that a significant amount of hate on social media platforms stems from online hate communities. Therefore, we develop an abusive language detection model leveraging user and network data to improve the classification performance. We integrate the explainable AI framework SHAP (SHapley Additive exPlanations) to alleviate the general issue of missing transparency associated with deep learning models, allowing us to assess the model’s vulnerability toward bias and systematic discrimination reliably. Furthermore, we evaluate our multimodel architecture on three datasets in two languages (i.e., English and German). Our results show that user-specific timeline and network data can improve the classification, while the additional explanations resulting from SHAP make the predictions of the model interpretable to humans. © 2021, Springer Nature Switzerland AG.","2021","2024-12-01 10:11:32","2024-12-14 19:32:10","","481-496","","","12979 LNAI","","","","","","","","Springer Science and Business Media Deutschland GmbH","","English","","","Scopus","","","","Journal Abbreviation: Lect. Notes Comput. Sci.","","","","Explainable AI; Deep learning; Social networking (online); Classification (of information); Automatic Detection; Shapley; Hate speech; Social network; Classification models; Abusive language; Classification model; Network data; User data; manual_BERT; manual_SHAP; manual_hate","","Dong Y.; Kourtellis N.; Hammer B.; Lozano J.A.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","","","","","","","","","","","","","","",""
"WBMF53NF","journalArticle","2022","Sun, R.; An, L.; Li, G.; Yu, C.","Predicting social media rumours in the context of public health emergencies","Journal of Information Science","","01655515 (ISSN)","10.1177/01655515221137879","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142854837&doi=10.1177%2f01655515221137879&partnerID=40&md5=a1523905782f7a382764e7b04e24cc7d","The spread of rumours on social media in the context of public health emergencies often distorts perceptions of public events and obstructs crisis management. Microblog entries about 28 rumour cases are collected on Sina Weibo during the COVID-19 outbreak. The Modality–Agency–Interactivity–Navigability model is used to identify the key factors of rumour prediction. To investigate the relationship among information modality, information content, information source and rumour identification, the binary logistic regression model is established based on the features of users and microblog entries. In addition, we propose a multi-feature rumour prediction model based on the Bidirectional Encoder Representations from Transformers (BERT) and Extreme Gradient Boosting (XGBoost) models. The proposed rumour prediction model has the best performance compared with other models. The feature importance is then calculated by the SHapley Additive exPlanations (SHAP), which can also explain the XGBoost results. It is shown that the likelihood that microblog entries are rumours decreases as the values of variables such as user influence and the positive sentiment of comments rise. Microblog entries posted on Thursdays or at noon are more probably to be rumours than those posted at other time. The proposed model can assist emergency management departments in establishing a feasible rumour prediction mechanism to guide public opinion against rumours. © The Author(s) 2022.","2022","2024-12-01 10:11:30","2024-12-14 20:47:48","","","","","","","J Inf Sci","","","","","","","","English","","","Scopus","","","","Publisher: SAGE Publications Ltd","","","","Social media; Social networking (online); Forecasting; Neural network models; social media; Xgboost; XGBoost; Neural network model; Health risks; Social aspects; Prediction modelling; Regression analysis; Public health; Crisis management; Health emergencies; Micro-blog; public health emergency; Public health emergency; Risk management; Rumor prediction; rumour prediction; Sina-weibo; manual_SHAP; manual_XGBoost; manual_rumours","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QIC7AHAQ","journalArticle","2022","Mehta, H.; Passi, K.","Social Media Hate Speech Detection Using Explainable Artificial Intelligence (XAI)","Algorithms","","19994893 (ISSN)","10.3390/a15080291","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137146369&doi=10.3390%2fa15080291&partnerID=40&md5=f703b2d38a651c891f9ed142d954769f","Explainable artificial intelligence (XAI) characteristics have flexible and multifaceted potential in hate speech detection by deep learning models. Interpreting and explaining decisions made by complex artificial intelligence (AI) models to understand the decision-making process of these model were the aims of this research. As a part of this research study, two datasets were taken to demonstrate hate speech detection using XAI. Data preprocessing was performed to clean data of any inconsistencies, clean the text of the tweets, tokenize and lemmatize the text, etc. Categorical variables were also simplified in order to generate a clean dataset for training purposes. Exploratory data analysis was performed on the datasets to uncover various patterns and insights. Various pre-existing models were applied to the Google Jigsaw dataset such as decision trees, k-nearest neighbors, multinomial naïve Bayes, random forest, logistic regression, and long short-term memory (LSTM), among which LSTM achieved an accuracy of 97.6%. Explainable methods such as LIME (local interpretable model—agnostic explanations) were applied to the HateXplain dataset. Variants of BERT (bidirectional encoder representations from transformers) model such as BERT + ANN (artificial neural network) with an accuracy of 93.55% and BERT + MLP (multilayer perceptron) with an accuracy of 93.67% were created to achieve a good performance in terms of explainability using the ERASER (evaluating rationales and simple English reasoning) benchmark. © 2022 by the authors.","2022","2024-12-01 10:11:30","2024-12-14 21:04:25","","","","8","15","","Algorithms","","","","","","","","English","","","Scopus","","","","Publisher: MDPI","","","","Social media; Learning models; Social networking (online); Long short-term memory; Explainable artificial intelligence; Lime; LIME; Multilayer neural networks; Speech recognition; BERT; Bidirectional encoder representation from transformer; Decision trees; Random forests; Benchmarking; Speech detection; Offensive languages; neural networks; Neural-networks; Hate speech detection; explainable artificial intelligence; hate speech detection; Intelligence models; Local interpretable model—agnostic explanation; Nearest neighbor search; offensive languages; manual_BERT; manual_LIME; manual_hate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
